DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200817496,2020-12-12 00:00:00,2020-12-11 00:00:00,2300,8,West LA,851,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000 0448 1813,27,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,1500    BROCKTON                     AV,,34.0375,-118.4622
200614225,2020-08-20 00:00:00,2020-08-20 00:00:00,2150,6,Hollywood,647,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 0416 1822 0919,33,M,B,101.0,STREET,122.0,HECKLER & KOCH 93 SEMIAUTOMATIC ASSAULT RIFLE,IC,Invest Cont,230.0,,,,SUNSET,VINE,34.098,-118.3266
221714620,2022-10-05 00:00:00,2022-10-04 00:00:00,725,17,Devonshire,1723,2,354,THEFT OF IDENTITY,0922 1822,44,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,10500    OKLAHOMA                     AV,,34.2609,-118.5864
221818016,2022-09-26 00:00:00,2022-09-26 00:00:00,2145,18,Southeast,1861,1,761,BRANDISH WEAPON,0334 0913 1820 0445,26,F,B,102.0,SIDEWALK,304.0,CLUB/BAT,IC,Invest Cont,761.0,,,,11400 S  FIGUEROA                     ST,,33.9274,-118.2871
202008567,2020-04-13 00:00:00,2020-04-12 00:00:00,300,20,Olympic,2053,1,330,BURGLARY FROM VEHICLE,1307 1609 0358 0344 0213 1822,51,F,K,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330.0,,,,1000 S  OXFORD                       AV,,34.0527,-118.3074
231813698,2023-07-20 00:00:00,2023-07-20 00:00:00,1400,18,Southeast,1881,2,940,EXTORTION,1822 0432 0422 1912,25,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940.0,,,,16100    BONSALLO                     AV,,33.8846,-118.2864
210408088,2021-04-28 00:00:00,2021-04-28 00:00:00,2000,4,Hollenbeck,456,2,624,BATTERY - SIMPLE ASSAULT,0913 0361 0400 0416,38,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,2700    BLANCHARD                    ST,,34.0489,-118.199
220915149,2022-10-19 00:00:00,2022-10-18 00:00:00,1700,9,Van Nuys,904,1,210,ROBBERY,0416 0446 1300 1822 0344 0334,17,M,H,210.0,RESTAURANT/FAST FOOD,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210.0,,,,7600 N  SEPULVEDA                    BL,,34.2085,-118.4662
201510319,2020-05-19 00:00:00,2020-05-13 00:00:00,457,15,N Hollywood,1599,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,745.0,,,,3400    CAHUENGA                     BL,,34.1316,-118.352
221114708,2022-10-04 00:00:00,2022-10-04 00:00:00,1815,11,Northeast,1128,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1822,59,M,W,203.0,OTHER BUSINESS,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,6300 N  FIGUEROA                     ST,,34.1157,-118.1842
200517796,2020-12-13 00:00:00,2020-12-13 00:00:00,1830,5,Harbor,563,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 1309 1817,24,F,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1000 S  PACIFIC                      AV,,33.7321,-118.295
211108730,2021-05-19 00:00:00,2021-05-18 00:00:00,1430,11,Northeast,1177,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0334 1402 0361 0446 0411,26,M,B,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,230.0,998.0,,,2600    IDELL                        ST,,34.0866,-118.2242
221916738,2022-11-11 00:00:00,2022-11-10 00:00:00,1834,19,Mission,1981,1,210,ROBBERY,0325 0945 0416 1822,0,M,O,242.0,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,8700 N  SEPULVEDA                    BL,,34.2267,-118.4704
230716056,2023-10-20 00:00:00,2023-10-19 00:00:00,1900,7,Wilshire,723,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,51,F,A,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,100 S  FAIRFAX                      AV,,34.0728,-118.3656
201014092,2020-10-15 00:00:00,2020-10-13 00:00:00,2100,10,West Valley,1001,1,210,ROBBERY,1822 0344 0418 0209 0216 0302 0352 0337 0363 0402,50,M,O,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AO,Adult Other,210.0,910.0,998.0,,7900    VANALDEN                     AV,,34.2138,-118.5492
221305827,2022-02-04 00:00:00,2022-02-04 00:00:00,1300,13,Newton,1377,1,310,BURGLARY,0344 1607 1822,38,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,5300    HOLMES                       AV,,33.9946,-118.2411
230305965,2023-02-08 00:00:00,2023-02-07 00:00:00,1800,3,Southwest,374,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3700    WESTSIDE                     AV,,34.0197,-118.3275
210405305,2021-02-05 00:00:00,2021-02-03 00:00:00,1330,4,Hollenbeck,424,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,MISSION                      BL,SELIG                        ST,34.0684,-118.2009
230409058,2023-06-02 00:00:00,2023-06-02 00:00:00,1035,4,Hollenbeck,464,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,25,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,2200 E  1ST                          ST,,34.0444,-118.2125
200309141,2020-03-28 00:00:00,2020-03-28 00:00:00,430,3,Southwest,373,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0913 1202,77,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,3700    GRAYBURN                     AV,,34.0192,-118.3319
241305871,2024-02-11 00:00:00,2024-02-10 00:00:00,600,13,Newton,1324,1,310,BURGLARY,0432 0329 0325 0216 1609,0,X,X,403.0,DRUG STORE,,,IC,Invest Cont,310.0,,,,2000 S  CENTRAL                      AV,,34.0233,-118.2516
201911920,2020-07-09 00:00:00,2020-07-07 00:00:00,1800,19,Mission,1984,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1100 1402,68,M,H,101.0,STREET,,,IC,Invest Cont,740.0,998.0,,,8600    WILLIS                       AV,,34.2266,-118.4553
232114189,2023-09-16 00:00:00,2023-09-16 00:00:00,400,21,Topanga,2173,1,320,"BURGLARY, ATTEMPTED",1609 0397 1420,35,M,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,320.0,,,,22800    VENTURA                      BL,,34.166,-118.6233
221820477,2022-11-11 00:00:00,2022-11-10 00:00:00,432,18,Southeast,1836,2,354,THEFT OF IDENTITY,0100 1822 0922 0930,25,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,10700 S  CENTRAL                      AV,,33.9388,-118.2542
201404770,2020-01-14 00:00:00,2020-01-14 00:00:00,1705,14,Pacific,1431,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AO,Adult Other,510.0,,,,500    RIALTO                       AV,,33.9891,-118.4673
231314928,2023-08-02 00:00:00,2023-08-02 00:00:00,135,13,Newton,1343,2,354,THEFT OF IDENTITY,0100,38,F,B,750.0,CYBERSPACE,,,IC,Invest Cont,354.0,,,,1000 E  JEFFERSON                    BL,,34.0123,-118.2582
200412544,2020-09-07 00:00:00,2020-09-07 00:00:00,220,4,Hollenbeck,416,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1300,44,M,H,101.0,STREET,,,IC,Invest Cont,440.0,,,,BROADWAY,THOMAS,34.0738,-118.2052
220318373,2022-10-12 00:00:00,2022-10-12 00:00:00,900,3,Southwest,375,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 0910 1402 2004,21,X,X,101.0,STREET,306.0,ROCK/THROWN OBJECT,AA,Adult Arrest,740.0,,,,W  WESTERN                      AV,EXPOSITION                   BL,34.0179,-118.3089
201300677,2020-04-24 00:00:00,2020-04-23 00:00:00,2200,13,Newton,1383,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1407 1822,22,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,753.0,998.0,,,62ND                         ST,SAN PEDRO,33.9834,-118.2695
210607006,2021-03-14 00:00:00,2021-03-13 00:00:00,2040,6,Hollywood,638,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1700    TAFT                         AV,,34.1017,-118.3147
221711039,2022-07-08 00:00:00,2022-07-08 00:00:00,200,17,Devonshire,1787,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,17900    OSBORNE                      ST,,34.2336,-118.5245
220507651,2022-04-06 00:00:00,2022-04-05 00:00:00,2120,5,Harbor,541,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,28,F,O,402.0,MARKET,,,IC,Invest Cont,341.0,,,,1000 N  WESTERN                      AV,,33.7522,-118.3089
210816467,2021-11-11 00:00:00,2021-11-11 00:00:00,200,8,West LA,835,1,310,BURGLARY,0358 1602 0344 1822 0397 1420,47,M,A,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,310.0,,,,2000 S  BENTLEY                      AV,,34.0421,-118.4383
232104682,2023-01-19 00:00:00,2023-01-19 00:00:00,530,21,Topanga,2134,1,320,"BURGLARY, ATTEMPTED",1501 1202 1420,63,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320.0,,,,7200    SHOUP                        AV,,34.201,-118.6147
220614516,2022-08-11 00:00:00,2022-08-10 00:00:00,2200,6,Hollywood,647,1,330,BURGLARY FROM VEHICLE,1822 0344 1300 1307 1609,33,M,W,707.0,GARAGE/CARPORT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,1500    VINE                         ST,,34.098,-118.3266
200413362,2020-10-02 00:00:00,2020-09-29 00:00:00,1200,4,Hollenbeck,466,1,330,BURGLARY FROM VEHICLE,1300 1302 0344,36,F,J,101.0,STREET,,,IC,Invest Cont,330.0,,,,200 N  MATHEWS                      ST,,34.044,-118.208
222016282,2022-10-25 00:00:00,2022-10-24 00:00:00,1830,20,Olympic,2062,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1200 S  VAN NESS                     AV,,34.0488,-118.3158
240304320,2024-01-04 00:00:00,2023-12-13 00:00:00,1745,3,Southwest,316,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1300,56,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,1700 W  25TH                         ST,,34.0337,-118.3003
200905120,2020-01-27 00:00:00,2020-01-25 00:00:00,1730,9,Van Nuys,966,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2000 1906,38,M,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,956.0,,,,13600    MORRISON                     ST,,34.1604,-118.4291
221712684,2022-07-03 00:00:00,2022-07-02 00:00:00,5,17,Devonshire,1778,2,354,THEFT OF IDENTITY,0930 1822,56,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,16000    LASSEN                       ST,,34.2501,-118.481
231204777,2023-01-14 00:00:00,2023-01-14 00:00:00,1530,12,77th Street,1249,1,210,ROBBERY,0344 0416 0445 0447 0411,0,X,X,202.0,LIQUOR STORE,212.0,BOTTLE,IC,Invest Cont,210.0,,,,400 W  FLORENCE                     AV,,33.979,-118.2839
220818473,2022-12-22 00:00:00,2022-12-21 00:00:00,1805,8,West LA,849,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 1608,36,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331.0,,,,1100 S  SHERBOURNE                   DR,,34.0571,-118.3794
201111029,2020-07-02 00:00:00,2020-07-02 00:00:00,250,11,Northeast,1141,1,310,BURGLARY,1609 1601 0329,0,X,X,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310.0,,,,1800 N  VERMONT                      AV,,34.1095,-118.2958
211513000,2021-08-11 00:00:00,2021-08-11 00:00:00,700,15,N Hollywood,1548,2,624,BATTERY - SIMPLE ASSAULT,2004 0400 0416 0444,42,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,5200    BLAKESLEE                    AV,,34.1649,-118.3725
200716271,2020-11-22 00:00:00,2020-11-22 00:00:00,715,7,Wilshire,735,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,52,F,H,403.0,DRUG STORE,,,IC,Invest Cont,341.0,,,,5500    WILSHIRE                     BL,,34.0633,-118.3473
201910399,2020-05-30 00:00:00,2020-05-30 00:00:00,1025,19,Mission,1995,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1609,40,F,H,401.0,MINI-MART,,,IC,Invest Cont,745.0,,,,7900    VAN NUYS                     BL,,34.2153,-118.4519
200106412,2020-02-04 00:00:00,2020-02-03 00:00:00,1000,1,Central,161,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0377 1822 2032,41,M,H,717.0,HEALTH SPA/GYM,,,IC,Invest Cont,341.0,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
221700576,2022-02-13 00:00:00,2022-02-13 00:00:00,1025,17,Devonshire,1793,1,320,"BURGLARY, ATTEMPTED",2004 2038 1402 0913 0562 1202 0602,67,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,320.0,998.0,,,PARTHENIA                    ST,WILBUR                       AV,34.2283,-118.5448
211309307,2021-05-06 00:00:00,2021-05-05 00:00:00,2225,13,Newton,1362,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 0334 0430 1822,29,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,,,,200 E  51ST                         ST,,33.9965,-118.2718
200309207,2020-03-07 00:00:00,2020-03-06 00:00:00,1900,3,Southwest,374,1,330,BURGLARY FROM VEHICLE,1601 0344 0385 1300,54,M,B,104.0,DRIVEWAY,,,IC,Invest Cont,330.0,,,,4000    6TH                          AV,,34.0127,-118.3241
230408721,2023-05-24 00:00:00,2023-05-22 00:00:00,1430,4,Hollenbeck,404,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,F,B,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,740.0,,,,5500    VIA MARISOL,,34.1045,-118.185
230320252,2023-11-23 00:00:00,2023-11-23 00:00:00,1137,3,Southwest,357,1,480,BIKE - STOLEN,0344 1251 1822,23,M,I,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480.0,,,,1100 W  37TH                         PL,,34.02,-118.2915
220304331,2022-01-08 00:00:00,2022-01-08 00:00:00,1515,3,Southwest,397,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0913 1813 2000 2038 0432,18,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,4200    HALLDALE                     AV,,34.0071,-118.3023
210715156,2021-11-04 00:00:00,2021-11-04 00:00:00,800,7,Wilshire,721,1,310,BURGLARY,0344 0325,0,X,X,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310.0,,,,100 N  ROBERTSON                    BL,,34.0753,-118.3838
220717473,2022-12-06 00:00:00,2022-12-06 00:00:00,1700,7,Wilshire,774,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0444 0448,62,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,1800 S  MANSFIELD                    AV,,34.0427,-118.3478
230221200,2023-11-18 00:00:00,2023-11-16 00:00:00,1200,2,Rampart,219,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,600 N  BOYLSTON                     ST,,34.067,-118.2515
211821463,2021-12-12 00:00:00,2021-12-12 00:00:00,945,18,Southeast,1822,2,900,VIOLATION OF COURT ORDER,0913 2038 0561,63,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,900.0,,,,10300 S  MAIN                         ST,,33.9425,-118.2739
222005085,2022-01-27 00:00:00,2022-01-27 00:00:00,1145,20,Olympic,2083,1,220,ATTEMPTED ROBBERY,0325 0416 0378 1822 0945,0,X,X,409.0,BEAUTY SUPPLY STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,,,,1800 S  WESTERN                      AV,,34.0414,-118.309
201705538,2020-02-03 00:00:00,2020-02-01 00:00:00,1909,17,Devonshire,1776,2,354,THEFT OF IDENTITY,1202 1822 0922,63,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,9800    MONOGRAM                     AV,,34.2489,-118.4923
220320116,2022-11-11 00:00:00,2022-11-10 00:00:00,1815,3,Southwest,354,2,922,CHILD STEALING,1309 2004 1251 1259 0553 0913,14,F,B,101.0,STREET,,,IC,Invest Cont,922.0,,,,3500    6TH                          AV,,34.024,-118.3236
211204405,2020-12-02 00:00:00,2020-11-23 00:00:00,1131,12,77th Street,1259,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,33,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,600 E  78TH                         ST,,33.9684,-118.2652
220618005,2022-10-21 00:00:00,2022-10-21 00:00:00,910,6,Hollywood,659,2,888,TRESPASSING,0307 1275 1501,0,X,X,506.0,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,888.0,,,,5400 W  SUNSET                       BL,,34.0981,-118.3071
210514265,2021-09-29 00:00:00,2021-09-29 00:00:00,400,5,Harbor,501,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,38,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,18600 S  VERMONT                      AV,,33.8617,-118.2905
210206773,2021-03-11 00:00:00,2020-09-01 00:00:00,1800,2,Rampart,261,2,860,BATTERY WITH SEXUAL CONTACT,1817 0913 0500 2021 0522,56,F,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,700 S  HOOVER                       ST,,34.0592,-118.2842
221821382,2022-11-30 00:00:00,2022-11-26 00:00:00,2300,18,Southeast,1823,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,9500 S  SAN PEDRO                    ST,,33.9502,-118.2695
210312484,2021-06-30 00:00:00,2021-06-30 00:00:00,805,3,Southwest,377,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,31,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,1200 W  39TH                         ST,,34.0155,-118.2974
230807920,2023-04-03 00:00:00,2023-04-03 00:00:00,220,8,West LA,839,2,888,TRESPASSING,1402 1501 2004,0,X,X,727.0,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,888.0,998.0,,,10200    SANTA MONICA                 BL,,34.0611,-118.4184
201210446,2020-04-06 00:00:00,2020-04-05 00:00:00,1300,12,77th Street,1265,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 2201,0,X,X,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,740.0,,,,1000 W  MANCHESTER                   AV,,33.96,-118.2919
220115486,2022-07-03 00:00:00,2022-06-26 00:00:00,1806,1,Central,153,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 1822,0,M,O,405.0,CLOTHING STORE,,,IC,Invest Cont,442.0,,,,600 S  BROADWAY,,34.0466,-118.252
200806613,2020-02-22 00:00:00,2020-02-21 00:00:00,1915,8,West LA,817,1,330,BURGLARY FROM VEHICLE,0358 1302 1307 1609 0344 1822,43,M,V,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,1000    GLENDON                      AV,,34.0625,-118.444
200217648,2020-11-19 00:00:00,2020-11-18 00:00:00,1500,2,Rampart,219,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1300,26,F,O,101.0,STREET,,,IC,Invest Cont,331.0,,,,1300    CALUMET                      AV,,34.0681,-118.2537
220214411,2022-08-05 00:00:00,2022-08-01 00:00:00,30,2,Rampart,211,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1300 0344,43,F,W,101.0,STREET,,,IC,Invest Cont,341.0,,,,ALEXANDRIA,ROSEWOOD,34.079,-118.2981
222004737,2022-01-20 00:00:00,2022-01-20 00:00:00,750,20,Olympic,2045,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,800    FEDORA                       ST,,34.0571,-118.2976
210216919,2021-10-15 00:00:00,2021-10-09 00:00:00,1300,2,Rampart,249,1,330,BURGLARY FROM VEHICLE,0344 0329 1601,36,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,600 S  BIXEL                        ST,,34.0537,-118.2623
221321784,2022-12-02 00:00:00,2022-12-02 00:00:00,651,13,Newton,1313,2,354,THEFT OF IDENTITY,0100,19,F,H,750.0,CYBERSPACE,,,IC,Invest Cont,354.0,,,,900 E  20TH                         ST,,34.0259,-118.2561
200316961,2020-09-06 00:00:00,2020-09-06 00:00:00,250,3,Southwest,391,2,624,BATTERY - SIMPLE ASSAULT,0401 0913 0329 1307,59,F,B,103.0,ALLEY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,BUCKINGHAM,PALMYRA,34.0067,-118.3515
211311164,2021-06-14 00:00:00,2021-06-14 00:00:00,740,13,Newton,1322,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0416 2004 1218 0913,43,F,B,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,230.0,998.0,,,25TH                         ST,SAN PEDRO,34.0229,-118.2612
231408907,2023-04-22 00:00:00,2023-04-21 00:00:00,1904,14,Pacific,1441,1,310,BURGLARY,0344,55,M,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310.0,,,,600    MILDRED                      AV,,33.987,-118.4649
210413876,2021-10-14 00:00:00,2021-10-14 00:00:00,5,4,Hollenbeck,437,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0429 0400,20,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,MULTNOMAH,GATESIDE,34.0696,-118.1896
201817252,2020-09-15 00:00:00,2020-09-15 00:00:00,1030,18,Southeast,1806,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1300 0344 2032,50,M,H,101.0,STREET,,,IC,Invest Cont,331.0,,,,MCKINLEY                     AV,89TH                         ST,33.9556,-118.2608
231610433,2023-07-25 00:00:00,2023-07-20 00:00:00,1511,16,Foothill,1654,2,662,"BUNCO, GRAND THEFT",0800 0701,54,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662.0,,,,12500    WINGO                        ST,,34.2554,-118.406
221607683,2022-04-26 00:00:00,2022-04-26 00:00:00,430,16,Foothill,1653,1,330,BURGLARY FROM VEHICLE,0344 0321,21,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,13000    KELOWNA                      ST,,34.2539,-118.4153
221806883,2022-03-04 00:00:00,2022-03-01 00:00:00,2300,18,Southeast,1846,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,11300    ZAMORA                       AV,,33.932,-118.2513
220415325,2022-11-12 00:00:00,2022-11-11 00:00:00,250,4,Hollenbeck,412,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,45,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,956.0,,,,W  AVENUE 29,BARRANCA                     ST,34.0805,-118.2168
221321903,2022-12-04 00:00:00,2022-12-04 00:00:00,1230,13,Newton,1385,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0344 0400 0416 0913 2000,40,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,AVALON                       BL,59TH                         PL,33.9861,-118.2652
231411402,2023-05-26 00:00:00,2023-05-26 00:00:00,30,14,Pacific,1424,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 0385,55,F,O,101.0,STREET,,,IC,Invest Cont,331.0,,,,3200    GRAND VIEW                   BL,,34.0163,-118.4415
231606002,2023-03-05 00:00:00,2023-03-05 00:00:00,300,16,Foothill,1663,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1218 0416 0431,34,M,B,102.0,SIDEWALK,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230.0,,,,12100    SHELDON                      ST,,34.2374,-118.3964
201600655,2020-05-10 00:00:00,2020-05-09 00:00:00,2215,16,Foothill,1633,1,210,ROBBERY,1816 0344 0342 1309 0209 1822 0906,19,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,210.0,,,,11100    COMETA                       AV,,34.273,-118.3981
210910404,2021-06-12 00:00:00,2021-04-24 00:00:00,1715,9,Van Nuys,906,2,354,THEFT OF IDENTITY,0930 1822 0922,29,F,B,605.0,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354.0,,,,14100    WILLOW                       LN,,34.2029,-118.4411
